Dcc, 10:56:15,912 	 INFO  	 Current state: Relaxed 		
Dcc, 10:56:19,184 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:19,184 	 INFO  	  		
Dcc, 10:56:19,184 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:19,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:19,917 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:19,917 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:19,917 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:19,917 	 DEBUG 	 AC 4: added token -> available tokens: 2 		
Dcc, 10:56:19,917 	 DEBUG 	 AC 6: added token -> available tokens: 2 		
Dcc, 10:56:19,917 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:19,917 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:19,917 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:19,918 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 0, tokens: 0 		
Dcc, 10:56:19,918 	 DEBUG 	 AC 1: added token -> available tokens: 2 		
Dcc, 10:56:19,918 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:20,092 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:20,185 	 DEBUG 	 CAM received 		
Dcc, 10:56:20,185 	 INFO  	  		
Dcc, 10:56:20,185 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 1 		
Dcc, 10:56:20,687 	 DEBUG 	 CAM received 		
Dcc, 10:56:20,687 	 INFO  	  		
Dcc, 10:56:20,687 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:20,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:20,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:20,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:20,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:21,188 	 DEBUG 	 CAM received 		
Dcc, 10:56:21,188 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:21,188 	 INFO  	  		
Dcc, 10:56:21,188 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:21,690 	 DEBUG 	 CAM received 		
Dcc, 10:56:21,690 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:21,690 	 INFO  	  		
Dcc, 10:56:21,690 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:21,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:21,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:21,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:21,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:21,916 	 DEBUG 	 AC 4: added token -> available tokens: 3 		
Dcc, 10:56:21,916 	 DEBUG 	 AC 6: added token -> available tokens: 3 		
Dcc, 10:56:21,916 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:21,916 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:21,916 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 1, tokens: 0 		
Dcc, 10:56:21,916 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:21,916 	 DEBUG 	 AC 1: added token -> available tokens: 3 		
Dcc, 10:56:21,935 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:22,191 	 DEBUG 	 CAM received 		
Dcc, 10:56:22,191 	 INFO  	  		
Dcc, 10:56:22,191 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:22,692 	 DEBUG 	 CAM received 		
Dcc, 10:56:22,692 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:22,692 	 INFO  	  		
Dcc, 10:56:22,692 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:22,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:22,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:22,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:22,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:23,194 	 DEBUG 	 CAM received 		
Dcc, 10:56:23,194 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:23,194 	 INFO  	  		
Dcc, 10:56:23,194 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:23,696 	 DEBUG 	 CAM received 		
Dcc, 10:56:23,696 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:23,696 	 INFO  	  		
Dcc, 10:56:23,696 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:23,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:23,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:23,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:23,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:23,916 	 DEBUG 	 AC 4: added token -> available tokens: 4 		
Dcc, 10:56:23,916 	 DEBUG 	 AC 6: added token -> available tokens: 4 		
Dcc, 10:56:23,916 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:23,917 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:23,917 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 1, tokens: 0 		
Dcc, 10:56:23,917 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:23,917 	 DEBUG 	 AC 1: added token -> available tokens: 4 		
Dcc, 10:56:23,983 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:24,199 	 DEBUG 	 CAM received 		
Dcc, 10:56:24,199 	 INFO  	  		
Dcc, 10:56:24,199 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:24,700 	 DEBUG 	 CAM received 		
Dcc, 10:56:24,700 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:24,701 	 INFO  	  		
Dcc, 10:56:24,701 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:24,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:24,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:24,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:24,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:25,202 	 DEBUG 	 CAM received 		
Dcc, 10:56:25,202 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:25,202 	 INFO  	  		
Dcc, 10:56:25,202 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:25,702 	 DEBUG 	 CAM received 		
Dcc, 10:56:25,702 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:25,702 	 INFO  	  		
Dcc, 10:56:25,702 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:25,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:25,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:25,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:25,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:25,916 	 DEBUG 	 AC 4: added token -> available tokens: 5 		
Dcc, 10:56:25,916 	 DEBUG 	 AC 6: added token -> available tokens: 5 		
Dcc, 10:56:25,916 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:25,917 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:25,917 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 1, tokens: 0 		
Dcc, 10:56:25,917 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:25,917 	 DEBUG 	 AC 1: added token -> available tokens: 5 		
Dcc, 10:56:26,031 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:26,203 	 DEBUG 	 CAM received 		
Dcc, 10:56:26,203 	 INFO  	  		
Dcc, 10:56:26,203 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:26,705 	 DEBUG 	 CAM received 		
Dcc, 10:56:26,705 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:26,705 	 INFO  	  		
Dcc, 10:56:26,705 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:26,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:26,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:26,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:26,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:27,206 	 DEBUG 	 CAM received 		
Dcc, 10:56:27,206 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:27,206 	 INFO  	  		
Dcc, 10:56:27,206 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:27,707 	 DEBUG 	 CAM received 		
Dcc, 10:56:27,707 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:27,707 	 INFO  	  		
Dcc, 10:56:27,707 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:27,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:27,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:27,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:27,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:27,916 	 DEBUG 	 AC 4: added token -> available tokens: 6 		
Dcc, 10:56:27,917 	 DEBUG 	 AC 6: added token -> available tokens: 6 		
Dcc, 10:56:27,917 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:27,917 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:27,917 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 1, tokens: 0 		
Dcc, 10:56:27,917 	 DEBUG 	 AC 1: added token -> available tokens: 6 		
Dcc, 10:56:27,918 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:28,079 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:28,208 	 DEBUG 	 CAM received 		
Dcc, 10:56:28,208 	 INFO  	  		
Dcc, 10:56:28,208 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:28,708 	 DEBUG 	 CAM received 		
Dcc, 10:56:28,708 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:28,708 	 INFO  	  		
Dcc, 10:56:28,708 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:28,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:28,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:28,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:28,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:29,209 	 DEBUG 	 CAM received 		
Dcc, 10:56:29,209 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:29,209 	 INFO  	  		
Dcc, 10:56:29,209 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:29,710 	 DEBUG 	 CAM received 		
Dcc, 10:56:29,710 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:29,710 	 INFO  	  		
Dcc, 10:56:29,710 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:29,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:29,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:29,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:29,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:29,916 	 DEBUG 	 AC 4: added token -> available tokens: 7 		
Dcc, 10:56:29,916 	 DEBUG 	 AC 6: added token -> available tokens: 7 		
Dcc, 10:56:29,916 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:29,916 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:29,916 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 1, tokens: 0 		
Dcc, 10:56:29,916 	 DEBUG 	 AC 1: added token -> available tokens: 7 		
Dcc, 10:56:29,917 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:30,127 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:30,211 	 DEBUG 	 CAM received 		
Dcc, 10:56:30,211 	 INFO  	  		
Dcc, 10:56:30,211 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:30,713 	 DEBUG 	 CAM received 		
Dcc, 10:56:30,713 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:30,713 	 INFO  	  		
Dcc, 10:56:30,713 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:30,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:30,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:30,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:30,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:31,214 	 DEBUG 	 CAM received 		
Dcc, 10:56:31,214 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:31,214 	 INFO  	  		
Dcc, 10:56:31,214 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:31,715 	 DEBUG 	 CAM received 		
Dcc, 10:56:31,715 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:31,716 	 INFO  	  		
Dcc, 10:56:31,716 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:31,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:31,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:31,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:31,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:31,916 	 DEBUG 	 AC 4: added token -> available tokens: 8 		
Dcc, 10:56:31,916 	 DEBUG 	 AC 6: added token -> available tokens: 8 		
Dcc, 10:56:31,916 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:31,916 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:31,916 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 1, tokens: 0 		
Dcc, 10:56:31,916 	 DEBUG 	 AC 1: added token -> available tokens: 8 		
Dcc, 10:56:31,916 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:31,970 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:32,216 	 DEBUG 	 CAM received 		
Dcc, 10:56:32,216 	 INFO  	  		
Dcc, 10:56:32,216 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:32,717 	 DEBUG 	 CAM received 		
Dcc, 10:56:32,717 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:32,717 	 INFO  	  		
Dcc, 10:56:32,717 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:32,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:32,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:32,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:32,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:33,218 	 DEBUG 	 CAM received 		
Dcc, 10:56:33,218 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:33,218 	 INFO  	  		
Dcc, 10:56:33,218 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:33,720 	 DEBUG 	 CAM received 		
Dcc, 10:56:33,720 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:33,720 	 INFO  	  		
Dcc, 10:56:33,720 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:33,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:33,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:33,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:33,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:33,916 	 DEBUG 	 AC 4: added token -> available tokens: 9 		
Dcc, 10:56:33,916 	 DEBUG 	 AC 6: added token -> available tokens: 9 		
Dcc, 10:56:33,916 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:33,916 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:33,916 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 1, tokens: 0 		
Dcc, 10:56:33,916 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:33,916 	 DEBUG 	 AC 1: added token -> available tokens: 9 		
Dcc, 10:56:34,018 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:34,220 	 DEBUG 	 CAM received 		
Dcc, 10:56:34,221 	 INFO  	  		
Dcc, 10:56:34,221 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:34,722 	 DEBUG 	 CAM received 		
Dcc, 10:56:34,722 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:34,722 	 INFO  	  		
Dcc, 10:56:34,722 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:34,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:34,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:34,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:34,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:35,223 	 DEBUG 	 CAM received 		
Dcc, 10:56:35,223 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:35,223 	 INFO  	  		
Dcc, 10:56:35,223 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:35,724 	 DEBUG 	 CAM received 		
Dcc, 10:56:35,724 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:35,724 	 INFO  	  		
Dcc, 10:56:35,724 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:35,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:35,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:35,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:35,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:35,916 	 DEBUG 	 AC 4: added token -> available tokens: 10 		
Dcc, 10:56:35,916 	 DEBUG 	 AC 6: added token -> available tokens: 10 		
Dcc, 10:56:35,916 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:35,916 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:35,916 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 1, tokens: 0 		
Dcc, 10:56:35,916 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:35,917 	 DEBUG 	 AC 1: added token -> available tokens: 10 		
Dcc, 10:56:36,225 	 DEBUG 	 CAM received 		
Dcc, 10:56:36,225 	 INFO  	  		
Dcc, 10:56:36,225 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:36,727 	 DEBUG 	 CAM received 		
Dcc, 10:56:36,727 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:36,727 	 INFO  	  		
Dcc, 10:56:36,727 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:36,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:36,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:36,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:36,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:37,728 	 DEBUG 	 CAM received 		
Dcc, 10:56:37,728 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:37,728 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:37,728 	 INFO  	  		
Dcc, 10:56:37,728 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 1 		
Dcc, 10:56:37,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:37,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:37,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:37,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:37,916 	 DEBUG 	 AC 4: added token -> available tokens: 11 		
Dcc, 10:56:37,916 	 DEBUG 	 AC 6: added token -> available tokens: 11 		
Dcc, 10:56:37,916 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:37,916 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:37,916 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 0, tokens: 0 		
Dcc, 10:56:37,916 	 DEBUG 	 AC 1: added token -> available tokens: 11 		
Dcc, 10:56:37,917 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:38,114 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:38,229 	 DEBUG 	 CAM received 		
Dcc, 10:56:38,229 	 INFO  	  		
Dcc, 10:56:38,229 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 1 		
Dcc, 10:56:38,730 	 DEBUG 	 CAM received 		
Dcc, 10:56:38,730 	 INFO  	  		
Dcc, 10:56:38,731 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:38,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:38,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:38,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:38,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:39,231 	 DEBUG 	 CAM received 		
Dcc, 10:56:39,231 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:39,232 	 INFO  	  		
Dcc, 10:56:39,232 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:39,732 	 DEBUG 	 CAM received 		
Dcc, 10:56:39,732 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:39,732 	 INFO  	  		
Dcc, 10:56:39,732 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:39,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:39,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:39,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:39,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:39,916 	 DEBUG 	 AC 4: added token -> available tokens: 12 		
Dcc, 10:56:39,916 	 DEBUG 	 AC 6: added token -> available tokens: 12 		
Dcc, 10:56:39,916 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 10:56:39,916 	 INFO  	 HW: sending CAR Packet on Interface enp1s0f1 		
Dcc, 10:56:39,917 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 1, tokens: 0 		
Dcc, 10:56:39,917 	 DEBUG 	 AC 1: added token -> available tokens: 12 		
Dcc, 10:56:39,917 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:39,957 	 DEBUG 	 received own Message, discarding 		
Dcc, 10:56:40,233 	 DEBUG 	 CAM received 		
Dcc, 10:56:40,233 	 INFO  	  		
Dcc, 10:56:40,234 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:40,735 	 DEBUG 	 CAM received 		
Dcc, 10:56:40,735 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:40,735 	 INFO  	  		
Dcc, 10:56:40,735 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:40,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:40,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:40,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:40,916 	 DEBUG 	 dccInfo sent 		
Dcc, 10:56:41,236 	 DEBUG 	 CAM received 		
Dcc, 10:56:41,236 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 10:56:41,236 	 INFO  	  		
Dcc, 10:56:41,236 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 2 		
Dcc, 10:56:41,737 	 DEBUG 	 CAM received 		
