Dcc, 00:40:49,924 	 INFO  	 Current state: Relaxed 		
Dcc, 00:40:54,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:54,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:54,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:54,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:54,950 	 DEBUG 	 CAM received 		
Dcc, 00:40:54,950 	 INFO  	  		
Dcc, 00:40:54,950 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:55,051 	 DEBUG 	 CAM received 		
Dcc, 00:40:55,051 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:55,051 	 INFO  	  		
Dcc, 00:40:55,051 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:55,152 	 DEBUG 	 CAM received 		
Dcc, 00:40:55,152 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:55,152 	 INFO  	  		
Dcc, 00:40:55,152 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:55,252 	 DEBUG 	 CAM received 		
Dcc, 00:40:55,252 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:55,252 	 INFO  	  		
Dcc, 00:40:55,252 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:55,353 	 DEBUG 	 CAM received 		
Dcc, 00:40:55,353 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:55,353 	 INFO  	  		
Dcc, 00:40:55,353 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:55,454 	 DEBUG 	 CAM received 		
Dcc, 00:40:55,454 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:55,454 	 INFO  	  		
Dcc, 00:40:55,454 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:55,555 	 DEBUG 	 CAM received 		
Dcc, 00:40:55,555 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:55,555 	 INFO  	  		
Dcc, 00:40:55,555 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:55,655 	 DEBUG 	 CAM received 		
Dcc, 00:40:55,655 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:55,655 	 INFO  	  		
Dcc, 00:40:55,656 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:55,756 	 DEBUG 	 CAM received 		
Dcc, 00:40:55,756 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:55,756 	 INFO  	  		
Dcc, 00:40:55,756 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:55,857 	 DEBUG 	 CAM received 		
Dcc, 00:40:55,857 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:55,857 	 INFO  	  		
Dcc, 00:40:55,857 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:55,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:55,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:55,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:55,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:55,928 	 DEBUG 	 AC 4: added token -> available tokens: 3 		
Dcc, 00:40:55,928 	 DEBUG 	 AC 6: added token -> available tokens: 3 		
Dcc, 00:40:55,928 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 00:40:55,928 	 INFO  	 HW: sending CAR Packet on Interface lo 		
Dcc, 00:40:55,928 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 9, tokens: 0 		
Dcc, 00:40:55,928 	 DEBUG 	 received own Message, discarding 		
Dcc, 00:40:55,928 	 DEBUG 	 AC 1: added token -> available tokens: 3 		
Dcc, 00:40:55,928 	 DEBUG 	 received own Message, discarding 		
Dcc, 00:40:55,958 	 DEBUG 	 CAM received 		
Dcc, 00:40:55,958 	 INFO  	  		
Dcc, 00:40:55,958 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:56,059 	 DEBUG 	 CAM received 		
Dcc, 00:40:56,059 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:56,059 	 INFO  	  		
Dcc, 00:40:56,059 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:56,159 	 DEBUG 	 CAM received 		
Dcc, 00:40:56,159 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:56,159 	 INFO  	  		
Dcc, 00:40:56,159 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:56,260 	 DEBUG 	 CAM received 		
Dcc, 00:40:56,260 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:56,260 	 INFO  	  		
Dcc, 00:40:56,260 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:56,360 	 DEBUG 	 CAM received 		
Dcc, 00:40:56,360 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:56,360 	 INFO  	  		
Dcc, 00:40:56,360 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:56,461 	 DEBUG 	 CAM received 		
Dcc, 00:40:56,461 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:56,461 	 INFO  	  		
Dcc, 00:40:56,461 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:56,562 	 DEBUG 	 CAM received 		
Dcc, 00:40:56,562 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:56,563 	 INFO  	  		
Dcc, 00:40:56,563 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:56,663 	 DEBUG 	 CAM received 		
Dcc, 00:40:56,664 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:56,664 	 INFO  	  		
Dcc, 00:40:56,664 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:56,765 	 DEBUG 	 CAM received 		
Dcc, 00:40:56,765 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:56,765 	 INFO  	  		
Dcc, 00:40:56,765 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:56,865 	 DEBUG 	 CAM received 		
Dcc, 00:40:56,865 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:56,865 	 INFO  	  		
Dcc, 00:40:56,865 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:56,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:56,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:56,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:56,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:56,966 	 DEBUG 	 CAM received 		
Dcc, 00:40:56,966 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:56,966 	 INFO  	  		
Dcc, 00:40:56,966 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:57,066 	 DEBUG 	 CAM received 		
Dcc, 00:40:57,066 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:57,066 	 INFO  	  		
Dcc, 00:40:57,066 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:57,167 	 DEBUG 	 CAM received 		
Dcc, 00:40:57,167 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:57,167 	 INFO  	  		
Dcc, 00:40:57,167 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:57,268 	 DEBUG 	 CAM received 		
Dcc, 00:40:57,268 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:57,269 	 INFO  	  		
Dcc, 00:40:57,269 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:57,369 	 DEBUG 	 CAM received 		
Dcc, 00:40:57,370 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:57,370 	 INFO  	  		
Dcc, 00:40:57,370 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:57,470 	 DEBUG 	 CAM received 		
Dcc, 00:40:57,470 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:57,470 	 INFO  	  		
Dcc, 00:40:57,470 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:57,571 	 DEBUG 	 CAM received 		
Dcc, 00:40:57,571 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:57,571 	 INFO  	  		
Dcc, 00:40:57,571 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:57,672 	 DEBUG 	 CAM received 		
Dcc, 00:40:57,672 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:57,672 	 INFO  	  		
Dcc, 00:40:57,672 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:57,773 	 DEBUG 	 CAM received 		
Dcc, 00:40:57,773 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:57,773 	 INFO  	  		
Dcc, 00:40:57,773 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:57,874 	 DEBUG 	 CAM received 		
Dcc, 00:40:57,874 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:57,874 	 INFO  	  		
Dcc, 00:40:57,874 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:57,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:57,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:57,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:57,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:57,928 	 DEBUG 	 AC 4: added token -> available tokens: 4 		
Dcc, 00:40:57,928 	 DEBUG 	 AC 6: added token -> available tokens: 4 		
Dcc, 00:40:57,928 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 00:40:57,928 	 INFO  	 HW: sending CAR Packet on Interface lo 		
Dcc, 00:40:57,928 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 9, tokens: 0 		
Dcc, 00:40:57,928 	 DEBUG 	 received own Message, discarding 		
Dcc, 00:40:57,928 	 DEBUG 	 AC 1: added token -> available tokens: 4 		
Dcc, 00:40:57,928 	 DEBUG 	 received own Message, discarding 		
Dcc, 00:40:57,975 	 DEBUG 	 CAM received 		
Dcc, 00:40:57,975 	 INFO  	  		
Dcc, 00:40:57,975 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:58,076 	 DEBUG 	 CAM received 		
Dcc, 00:40:58,076 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:58,076 	 INFO  	  		
Dcc, 00:40:58,076 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:58,176 	 DEBUG 	 CAM received 		
Dcc, 00:40:58,177 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:58,177 	 INFO  	  		
Dcc, 00:40:58,177 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:58,277 	 DEBUG 	 CAM received 		
Dcc, 00:40:58,277 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:58,277 	 INFO  	  		
Dcc, 00:40:58,277 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:58,379 	 DEBUG 	 CAM received 		
Dcc, 00:40:58,379 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:58,379 	 INFO  	  		
Dcc, 00:40:58,379 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:58,479 	 DEBUG 	 CAM received 		
Dcc, 00:40:58,479 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:58,479 	 INFO  	  		
Dcc, 00:40:58,479 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:58,580 	 DEBUG 	 CAM received 		
Dcc, 00:40:58,580 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:58,580 	 INFO  	  		
Dcc, 00:40:58,580 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:58,680 	 DEBUG 	 CAM received 		
Dcc, 00:40:58,681 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:58,681 	 INFO  	  		
Dcc, 00:40:58,681 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:58,781 	 DEBUG 	 CAM received 		
Dcc, 00:40:58,781 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:58,781 	 INFO  	  		
Dcc, 00:40:58,781 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:58,882 	 DEBUG 	 CAM received 		
Dcc, 00:40:58,882 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:58,882 	 INFO  	  		
Dcc, 00:40:58,882 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:58,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:58,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:58,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:58,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:58,982 	 DEBUG 	 CAM received 		
Dcc, 00:40:58,983 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:58,983 	 INFO  	  		
Dcc, 00:40:58,983 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:59,083 	 DEBUG 	 CAM received 		
Dcc, 00:40:59,084 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:59,084 	 INFO  	  		
Dcc, 00:40:59,084 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:59,184 	 DEBUG 	 CAM received 		
Dcc, 00:40:59,185 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:59,185 	 INFO  	  		
Dcc, 00:40:59,185 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:59,285 	 DEBUG 	 CAM received 		
Dcc, 00:40:59,286 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:59,286 	 INFO  	  		
Dcc, 00:40:59,286 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:59,387 	 DEBUG 	 CAM received 		
Dcc, 00:40:59,387 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:59,387 	 INFO  	  		
Dcc, 00:40:59,387 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:59,489 	 DEBUG 	 CAM received 		
Dcc, 00:40:59,489 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:59,489 	 INFO  	  		
Dcc, 00:40:59,489 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:59,589 	 DEBUG 	 CAM received 		
Dcc, 00:40:59,589 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:59,589 	 INFO  	  		
Dcc, 00:40:59,589 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:59,690 	 DEBUG 	 CAM received 		
Dcc, 00:40:59,690 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:59,690 	 INFO  	  		
Dcc, 00:40:59,690 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:59,790 	 DEBUG 	 CAM received 		
Dcc, 00:40:59,790 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:59,791 	 INFO  	  		
Dcc, 00:40:59,791 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:59,891 	 DEBUG 	 CAM received 		
Dcc, 00:40:59,891 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:40:59,891 	 INFO  	  		
Dcc, 00:40:59,891 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:40:59,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:59,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:59,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:59,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:40:59,928 	 DEBUG 	 AC 4: added token -> available tokens: 5 		
Dcc, 00:40:59,928 	 DEBUG 	 AC 6: added token -> available tokens: 5 		
Dcc, 00:40:59,928 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 00:40:59,928 	 INFO  	 HW: sending CAR Packet on Interface lo 		
Dcc, 00:40:59,928 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 9, tokens: 0 		
Dcc, 00:40:59,928 	 DEBUG 	 AC 1: added token -> available tokens: 5 		
Dcc, 00:40:59,928 	 DEBUG 	 received own Message, discarding 		
Dcc, 00:40:59,928 	 DEBUG 	 received own Message, discarding 		
Dcc, 00:40:59,992 	 DEBUG 	 CAM received 		
Dcc, 00:40:59,992 	 INFO  	  		
Dcc, 00:40:59,992 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:00,094 	 DEBUG 	 CAM received 		
Dcc, 00:41:00,094 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:00,094 	 INFO  	  		
Dcc, 00:41:00,094 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:00,194 	 DEBUG 	 CAM received 		
Dcc, 00:41:00,194 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:00,194 	 INFO  	  		
Dcc, 00:41:00,194 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:00,295 	 DEBUG 	 CAM received 		
Dcc, 00:41:00,295 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:00,295 	 INFO  	  		
Dcc, 00:41:00,295 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:00,396 	 DEBUG 	 CAM received 		
Dcc, 00:41:00,396 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:00,396 	 INFO  	  		
Dcc, 00:41:00,396 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:00,497 	 DEBUG 	 CAM received 		
Dcc, 00:41:00,497 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:00,497 	 INFO  	  		
Dcc, 00:41:00,498 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:00,598 	 DEBUG 	 CAM received 		
Dcc, 00:41:00,599 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:00,599 	 INFO  	  		
Dcc, 00:41:00,599 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:00,699 	 DEBUG 	 CAM received 		
Dcc, 00:41:00,700 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:00,700 	 INFO  	  		
Dcc, 00:41:00,700 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:00,800 	 DEBUG 	 CAM received 		
Dcc, 00:41:00,800 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:00,801 	 INFO  	  		
Dcc, 00:41:00,801 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:00,901 	 DEBUG 	 CAM received 		
Dcc, 00:41:00,901 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:00,901 	 INFO  	  		
Dcc, 00:41:00,901 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:00,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:00,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:00,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:00,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:01,001 	 DEBUG 	 CAM received 		
Dcc, 00:41:01,001 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:01,002 	 INFO  	  		
Dcc, 00:41:01,002 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:01,102 	 DEBUG 	 CAM received 		
Dcc, 00:41:01,102 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:01,102 	 INFO  	  		
Dcc, 00:41:01,102 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 00:41:01,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:01,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:01,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:01,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:01,928 	 DEBUG 	 AC 4: added token -> available tokens: 6 		
Dcc, 00:41:01,928 	 DEBUG 	 AC 6: added token -> available tokens: 6 		
Dcc, 00:41:01,928 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:01,928 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:01,928 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:01,928 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:01,928 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:01,928 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:01,928 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:01,928 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 00:41:01,928 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 00:41:01,928 	 INFO  	 HW: sending CAR Packet on Interface lo 		
Dcc, 00:41:01,928 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 1, tokens: 0 		
Dcc, 00:41:01,928 	 DEBUG 	 AC 1: added token -> available tokens: 6 		
Dcc, 00:41:01,929 	 DEBUG 	 received own Message, discarding 		
Dcc, 00:41:01,929 	 DEBUG 	 received own Message, discarding 		
Dcc, 00:41:02,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:02,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:02,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:02,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:03,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:03,928 	 DEBUG 	 dccInfo sent 		
Dcc, 00:41:03,928 	 DEBUG 	 dccInfo sent 		
