Dcc, 04:26:14,999 	 INFO  	 Current state: Relaxed 		
Dcc, 04:26:18,326 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:18,326 	 INFO  	  		
Dcc, 04:26:18,326 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:18,426 	 DEBUG 	 CAM received 		
Dcc, 04:26:18,427 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:18,427 	 INFO  	  		
Dcc, 04:26:18,427 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:18,527 	 DEBUG 	 CAM received 		
Dcc, 04:26:18,527 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:18,527 	 INFO  	  		
Dcc, 04:26:18,527 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:18,628 	 DEBUG 	 CAM received 		
Dcc, 04:26:18,628 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:18,629 	 INFO  	  		
Dcc, 04:26:18,629 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:18,729 	 DEBUG 	 CAM received 		
Dcc, 04:26:18,729 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:18,729 	 INFO  	  		
Dcc, 04:26:18,729 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:18,830 	 DEBUG 	 CAM received 		
Dcc, 04:26:18,830 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:18,830 	 INFO  	  		
Dcc, 04:26:18,830 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:18,931 	 DEBUG 	 CAM received 		
Dcc, 04:26:18,931 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:18,931 	 INFO  	  		
Dcc, 04:26:18,931 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:19,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:19,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:19,004 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:19,004 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:19,004 	 DEBUG 	 AC 4: added token -> available tokens: 2 		
Dcc, 04:26:19,004 	 DEBUG 	 AC 6: added token -> available tokens: 2 		
Dcc, 04:26:19,004 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 04:26:19,004 	 INFO  	 HW: sending CAR Packet on Interface lo 		
Dcc, 04:26:19,004 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 9, tokens: 0 		
Dcc, 04:26:19,004 	 DEBUG 	 received own Message, discarding 		
Dcc, 04:26:19,004 	 DEBUG 	 AC 1: added token -> available tokens: 2 		
Dcc, 04:26:19,004 	 DEBUG 	 received own Message, discarding 		
Dcc, 04:26:19,031 	 DEBUG 	 CAM received 		
Dcc, 04:26:19,032 	 INFO  	  		
Dcc, 04:26:19,032 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:19,132 	 DEBUG 	 CAM received 		
Dcc, 04:26:19,132 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:19,132 	 INFO  	  		
Dcc, 04:26:19,132 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:19,232 	 DEBUG 	 CAM received 		
Dcc, 04:26:19,232 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:19,233 	 INFO  	  		
Dcc, 04:26:19,233 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:19,333 	 DEBUG 	 CAM received 		
Dcc, 04:26:19,333 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:19,333 	 INFO  	  		
Dcc, 04:26:19,333 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:19,434 	 DEBUG 	 CAM received 		
Dcc, 04:26:19,434 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:19,434 	 INFO  	  		
Dcc, 04:26:19,434 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:19,534 	 DEBUG 	 CAM received 		
Dcc, 04:26:19,534 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:19,534 	 INFO  	  		
Dcc, 04:26:19,534 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:19,635 	 DEBUG 	 CAM received 		
Dcc, 04:26:19,635 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:19,635 	 INFO  	  		
Dcc, 04:26:19,635 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:19,735 	 DEBUG 	 CAM received 		
Dcc, 04:26:19,735 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:19,735 	 INFO  	  		
Dcc, 04:26:19,735 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:19,836 	 DEBUG 	 CAM received 		
Dcc, 04:26:19,836 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:19,836 	 INFO  	  		
Dcc, 04:26:19,836 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:19,937 	 DEBUG 	 CAM received 		
Dcc, 04:26:19,937 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:19,937 	 INFO  	  		
Dcc, 04:26:19,937 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:20,004 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:20,004 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:20,004 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:20,004 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:20,037 	 DEBUG 	 CAM received 		
Dcc, 04:26:20,038 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:20,038 	 INFO  	  		
Dcc, 04:26:20,038 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:20,138 	 DEBUG 	 CAM received 		
Dcc, 04:26:20,138 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:20,138 	 INFO  	  		
Dcc, 04:26:20,138 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:20,238 	 DEBUG 	 CAM received 		
Dcc, 04:26:20,238 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:20,238 	 INFO  	  		
Dcc, 04:26:20,238 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:20,339 	 DEBUG 	 CAM received 		
Dcc, 04:26:20,339 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:20,339 	 INFO  	  		
Dcc, 04:26:20,339 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:20,439 	 DEBUG 	 CAM received 		
Dcc, 04:26:20,439 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:20,439 	 INFO  	  		
Dcc, 04:26:20,439 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:20,540 	 DEBUG 	 CAM received 		
Dcc, 04:26:20,540 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:20,540 	 INFO  	  		
Dcc, 04:26:20,540 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:20,641 	 DEBUG 	 CAM received 		
Dcc, 04:26:20,641 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:20,641 	 INFO  	  		
Dcc, 04:26:20,641 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:20,741 	 DEBUG 	 CAM received 		
Dcc, 04:26:20,741 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:20,741 	 INFO  	  		
Dcc, 04:26:20,741 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:20,842 	 DEBUG 	 CAM received 		
Dcc, 04:26:20,842 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:20,842 	 INFO  	  		
Dcc, 04:26:20,842 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:20,944 	 DEBUG 	 CAM received 		
Dcc, 04:26:20,944 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:20,944 	 INFO  	  		
Dcc, 04:26:20,944 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:21,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:21,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:21,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:21,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:21,003 	 DEBUG 	 AC 4: added token -> available tokens: 3 		
Dcc, 04:26:21,004 	 DEBUG 	 AC 6: added token -> available tokens: 3 		
Dcc, 04:26:21,004 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 04:26:21,004 	 INFO  	 HW: sending CAR Packet on Interface lo 		
Dcc, 04:26:21,004 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 9, tokens: 0 		
Dcc, 04:26:21,004 	 DEBUG 	 received own Message, discarding 		
Dcc, 04:26:21,004 	 DEBUG 	 AC 1: added token -> available tokens: 3 		
Dcc, 04:26:21,004 	 DEBUG 	 received own Message, discarding 		
Dcc, 04:26:21,044 	 DEBUG 	 CAM received 		
Dcc, 04:26:21,044 	 INFO  	  		
Dcc, 04:26:21,044 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:21,145 	 DEBUG 	 CAM received 		
Dcc, 04:26:21,145 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:21,145 	 INFO  	  		
Dcc, 04:26:21,145 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:21,245 	 DEBUG 	 CAM received 		
Dcc, 04:26:21,245 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:21,245 	 INFO  	  		
Dcc, 04:26:21,245 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:21,346 	 DEBUG 	 CAM received 		
Dcc, 04:26:21,346 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:21,346 	 INFO  	  		
Dcc, 04:26:21,346 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:21,446 	 DEBUG 	 CAM received 		
Dcc, 04:26:21,446 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:21,447 	 INFO  	  		
Dcc, 04:26:21,447 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:21,547 	 DEBUG 	 CAM received 		
Dcc, 04:26:21,547 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:21,547 	 INFO  	  		
Dcc, 04:26:21,547 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:21,647 	 DEBUG 	 CAM received 		
Dcc, 04:26:21,647 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:21,647 	 INFO  	  		
Dcc, 04:26:21,648 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:21,748 	 DEBUG 	 CAM received 		
Dcc, 04:26:21,748 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:21,748 	 INFO  	  		
Dcc, 04:26:21,748 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:21,849 	 DEBUG 	 CAM received 		
Dcc, 04:26:21,849 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:21,849 	 INFO  	  		
Dcc, 04:26:21,849 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:21,949 	 DEBUG 	 CAM received 		
Dcc, 04:26:21,949 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:21,949 	 INFO  	  		
Dcc, 04:26:21,949 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:22,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:22,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:22,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:22,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:22,051 	 DEBUG 	 CAM received 		
Dcc, 04:26:22,051 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:22,051 	 INFO  	  		
Dcc, 04:26:22,051 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:22,151 	 DEBUG 	 CAM received 		
Dcc, 04:26:22,151 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:22,151 	 INFO  	  		
Dcc, 04:26:22,151 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:22,252 	 DEBUG 	 CAM received 		
Dcc, 04:26:22,252 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:22,252 	 INFO  	  		
Dcc, 04:26:22,252 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:22,352 	 DEBUG 	 CAM received 		
Dcc, 04:26:22,352 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:22,352 	 INFO  	  		
Dcc, 04:26:22,353 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:22,453 	 DEBUG 	 CAM received 		
Dcc, 04:26:22,453 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:22,453 	 INFO  	  		
Dcc, 04:26:22,453 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:22,554 	 DEBUG 	 CAM received 		
Dcc, 04:26:22,554 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:22,554 	 INFO  	  		
Dcc, 04:26:22,554 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:22,654 	 DEBUG 	 CAM received 		
Dcc, 04:26:22,654 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:22,654 	 INFO  	  		
Dcc, 04:26:22,654 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:22,755 	 DEBUG 	 CAM received 		
Dcc, 04:26:22,755 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:22,755 	 INFO  	  		
Dcc, 04:26:22,755 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:22,855 	 DEBUG 	 CAM received 		
Dcc, 04:26:22,855 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:22,855 	 INFO  	  		
Dcc, 04:26:22,855 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:22,956 	 DEBUG 	 CAM received 		
Dcc, 04:26:22,956 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:22,956 	 INFO  	  		
Dcc, 04:26:22,956 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:23,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:23,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:23,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:23,003 	 DEBUG 	 dccInfo sent 		
Dcc, 04:26:23,004 	 DEBUG 	 AC 4: added token -> available tokens: 4 		
Dcc, 04:26:23,004 	 DEBUG 	 AC 6: added token -> available tokens: 4 		
Dcc, 04:26:23,004 	 DEBUG 	 AC 0: added token -> available tokens: 1 		
Dcc, 04:26:23,004 	 INFO  	 HW: sending CAR Packet on Interface lo 		
Dcc, 04:26:23,004 	 INFO  	 AC 0: Sent data 2 to HW -> queue length: 9, tokens: 0 		
Dcc, 04:26:23,004 	 DEBUG 	 AC 1: added token -> available tokens: 4 		
Dcc, 04:26:23,005 	 DEBUG 	 received own Message, discarding 		
Dcc, 04:26:23,005 	 DEBUG 	 received own Message, discarding 		
Dcc, 04:26:23,056 	 DEBUG 	 CAM received 		
Dcc, 04:26:23,056 	 INFO  	  		
Dcc, 04:26:23,056 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:23,157 	 DEBUG 	 CAM received 		
Dcc, 04:26:23,157 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:23,157 	 INFO  	  		
Dcc, 04:26:23,157 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:23,257 	 DEBUG 	 CAM received 		
Dcc, 04:26:23,258 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:23,258 	 INFO  	  		
Dcc, 04:26:23,258 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:23,358 	 DEBUG 	 CAM received 		
Dcc, 04:26:23,358 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:23,358 	 INFO  	  		
Dcc, 04:26:23,358 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:23,459 	 DEBUG 	 CAM received 		
Dcc, 04:26:23,459 	 INFO  	 flushQueue: message 2 expired 		
Dcc, 04:26:23,459 	 INFO  	  		
Dcc, 04:26:23,459 	 INFO  	 AC 0: received and enqueued CAM 2, queue length: 10 		
Dcc, 04:26:23,560 	 DEBUG 	 CAM received 		
Dcc, 04:26:23,560 	 INFO  	 flushQueue: message 2 expired 		
